product,Cadereyta total libreImpuestos,Cadereyta Ctdad Ordenada,Coahuila total libreImpuestos,Coahuila Ctdad Ordenada,Durango total libreImpuestos,Durango Ctdad Ordenada,Expos F total libreImpuestos,Expos F Ctdad Ordenada,Laredo total libreImpuestos,Laredo Ctdad Ordenada,Monterrey total libreImpuestos,Monterrey Ctdad Ordenada,Online total libreImpuestos,Online Ctdad Ordenada,Queretaro total libreImpuestos,Queretaro Ctdad Ordenada,Reynosa total libreImpuestos,Reynosa Ctdad Ordenada,San Luis total libreImpuestos,San Luis Ctdad Ordenada,Total libreImpuestos,Ctdad Ordenada,fecha
Producto 2,,,,,,,,,20108.69,3.5,,,,,,,,,,,20108.69,3.5,06 may 2022
Producto 7,,,,,,,,,,,20329.47,3.5,,,,,,,,,20329.47,3.5,06 may 2022
Producto 97,,,,,,,,,,,,,,,18227.02,3.5,,,,,18227.02,3.5,06 may 2022
Producto 8,,,48431.075,7,,,,,,,25639.11,3.5,,,28322.28,3.5,,,,,102392.465,14,06 may 2022
Producto 9,,,,,,,,,,,25128.075,3.5,,,,,,,,,25128.075,3.5,06 may 2022
Producto 10,,,,,,,,,,,67372.235,7,,,,,,,,,67372.235,7,06 may 2022
Producto 11,,,12068.98,3.5,,,,,,,60973.745,24.5,,,10749.095,3.5,,,0,3.5,83791.82,35,06 may 2022
Producto 12,,,,,,,,,,,47129.635,14,,,34730.29,10.5,,,20216.56,3.5,102076.485,28,06 may 2022
Producto 47,,,,,,,,,,,,,,,27838.685,7,,,,,27838.685,7,06 may 2022
Producto 179,,,,,,,,,,,7995.995000000001,3.5,,,,,,,,,7995.995000000001,3.5,06 may 2022
Producto 68,,,,,,,,,,,12419.225,3.5,,,,,,,,,12419.225,3.5,06 may 2022
Producto 94,,,9722.895,3.5,,,,,,,,,,,,,,,,,9722.895,3.5,06 may 2022
Producto 108,,,,,,,,,,,18449.165,3.5,,,,,,,,,18449.165,3.5,06 may 2022
Producto 29,,,,,,,,,,,,,,,,,26012.245,3.5,,,26012.245,3.5,06 may 2022
Producto 30,,,,,,,,,,,19724.6,7,,,,,,,,,19724.6,7,06 may 2022
Producto 16,,,24822.77,3.5,,,,,,,64701.7,10.5,,,30560.53,7,,,,,120085,21,06 may 2022
Producto 17,,,,,,,,,,,39449.865,7,,,27906.795,3.5,,,,,67356.65999999999,10.5,06 may 2022
Producto 35,,,28527.03,3.5,,,,,,,,,,,,,,,,,28527.03,3.5,06 may 2022
Producto 21,,,,,,,,,,,,,27156.465,21,,,,,,,27156.465,21,06 may 2022
,,,,,,,,,,,36492.995,17.5,,,,,,,,,36492.995,17.5,06 may 2022
,,,,,,,,,,,32915.89,14,,,23257.745,10.5,,,,,56173.635,24.5,06 may 2022
Producto 22,,,,,,,,,,,23973.705,3.5,,,,,,,,,23973.705,3.5,06 may 2022
Producto 51,,,,,,,,,,,38237.745,3.5,,,,,,,,,38237.745,3.5,06 may 2022
Producto 180,,,17421.39,3.5,,,,,,,,,,,,,,,,,17421.39,3.5,06 may 2022
Producto 127,,,,,,,,,,,,,,,44611,3.5,,,44611,3.5,89222,7,06 may 2022
Producto 58,,,,,,,,,,,,,,,,,,,47813.745,7,47813.745,7,06 may 2022
Producto 59,,,,,,,,,,,35138.81,3.5,,,,,,,,,35138.81,3.5,06 may 2022
Producto 60,,,,,,,,,,,42018.41,3.5,,,,,,,,,42018.41,3.5,06 may 2022
Producto 1,,,,,,,,,,,22148.91,7,,,,,,,,,22148.91,7,07 may 2022
Producto 181,,,,,,,,,,,11270.91,3.5,,,,,,,,,11270.91,3.5,07 may 2022
Producto 3,,,,,,,,,24955,3.5,22151.71,3.5,,,,,,,42797.09,7,89903.8,14,07 may 2022
Producto 182,,,,,,,,,,,21357.7,3.5,,,,,,,,,21357.7,3.5,07 may 2022
Producto 7,,,21345.94,3.5,,,,,,,23777.145,3.5,,,,,,,,,45123.085,7,07 may 2022
Producto 8,,,52321.64,7,,,,,,,,,,,76470.13500000001,10.5,,,,,128791.775,17.5,07 may 2022
Producto 9,,,,,,,,,,,27920.095,3.5,,,32573.45,3.5,,,,,60493.545,7,07 may 2022
Producto 10,,,42670.355,3.5,,,,,,,180258.68,17.5,,,,,,,39083.59,3.5,262012.625,24.5,07 may 2022
Producto 11,,,17365.915,7,,,,,,,45806.6,14,,,,,32597.11,10.5,,,95769.625,31.5,07 may 2022
Producto 12,,,,,,,,,,,33744.095,10.5,,,35634.55,7,,,22272.32,7,91650.96500000001,24.5,07 may 2022
Producto 47,,,,,,,,,,,15085.77,3.5,,,,,,,,,15085.77,3.5,07 may 2022
Producto 13,,,53023.88,7,,,,,,,19934.39,3.5,,,,,,,31532.06,3.5,104490.33,14,07 may 2022
Producto 27,,,,,,,,,,,22305.15,7,,,,,,,,,22305.15,7,07 may 2022
Producto 14,,,,,,,,,,,14564.235,3.5,,,,,,,,,14564.235,3.5,07 may 2022
Producto 108,,,20391.175,3.5,,,,,,,,,,,,,,,,,20391.175,3.5,07 may 2022
Producto 28,,,,,,,,,,,18812.85,3.5,,,40546.695,7,,,,,59359.545,10.5,07 may 2022
Producto 15,,,,,29199.905,3.5,,,,,,,,,,,,,,,29199.905,3.5,07 may 2022
Producto 30,0,3.5,,,,,,,22713.285,7,75666.01000000001,24.5,,,,,,,,,98379.295,35,07 may 2022
Producto 16,25346.02,3.5,22974.98,3.5,,,,,28064.75,7,103407.325,21,,,0,3.5,,,,,179793.075,38.5,07 may 2022
Producto 31,,,29635.13,3.5,,,,,,,33010.495,7,,,,,,,,,62645.625,10.5,07 may 2022
Producto 17,,,,,,,,,,,39449.865,3.5,,,39351.235,3.5,,,,,78801.09999999999,7,07 may 2022
Producto 32,,,,,,,,,,,5551,3.5,,,,,,,,,5551,3.5,07 may 2022
Producto 71,,,,,,,,,,,22117.06,3.5,,,,,,,,,22117.06,3.5,07 may 2022
Producto 34,,,41873.3,7,,,,,,,,,,,,,,,,,41873.3,7,07 may 2022
Producto 21,,,43711.15,28,,,,,,,,,,,6222.685,3.5,,,,,49933.835,31.5,07 may 2022
Producto 64,,,,,,,,,,,6521.13,3.5,,,,,,,,,6521.13,3.5,07 may 2022
,,,14338.205,7,,,,,,,34058.675,17.5,,,,,,,,,48396.88,24.5,07 may 2022
,,,25509.68,10.5,,,,,,,15171.485,3.5,,,9557.24,3.5,,,,,50238.405,17.5,07 may 2022
,,,,,,,,,,,30522.415,3.5,,,,,,,,,30522.415,3.5,07 may 2022
Producto 91,,,,,,,,,,,,,,,20872.145,3.5,,,,,20872.145,3.5,07 may 2022
Producto 22,,,,,,,,,,,,,,,25172.385,3.5,,,,,25172.385,3.5,07 may 2022
Producto 50,,,31682.35,3.5,,,,,,,27704.565,3.5,,,,,,,,,59386.91499999999,7,07 may 2022
Producto 36,,,42296.45,3.5,,,,,,,,,,,,,,,,,42296.45,3.5,07 may 2022
,,,,,,,,,,,86494.905,3.5,,,,,,,,,86494.905,3.5,07 may 2022
Producto 183,,,,,,,,,,,,,,,,,,,78901.725,3.5,78901.725,3.5,07 may 2022
Producto 75,,,,,,,,,,,50244.355,3.5,,,,,,,,,50244.355,3.5,07 may 2022
Producto 54,,,,,,,,,,,,,,,,,,,70835.905,3.5,70835.905,3.5,07 may 2022
Producto 148,,,,,,,,,,,49841.82,3.5,,,,,,,,,49841.82,3.5,07 may 2022
Producto 43,,,,,,,,,,,61198.83,3.5,,,,,,,,,61198.83,3.5,07 may 2022
Producto 151,,,55469.26,3.5,,,,,,,,,,,,,,,,,55469.26,3.5,07 may 2022
Producto 23,,,,,,,,,,,88485.39,3.5,,,,,,,,,88485.39,3.5,07 may 2022
Producto 184,,,,,,,,,,,216935.67,3.5,,,,,,,,,216935.67,3.5,07 may 2022
Producto 185,,,,,,,,,,,,,,,,,17396.855,3.5,,,17396.855,3.5,07 may 2022
Producto 186,,,,,,,,,,,31864.98,3.5,,,,,,,,,31864.98,3.5,07 may 2022
Producto 187,,,57022.84,3.5,,,,,,,,,,,,,,,57022.84,3.5,114045.68,7,07 may 2022
Producto 81,,,,,,,,,,,6939.764999999999,3.5,,,,,,,,,6939.764999999999,3.5,08 may 2022
Producto 1,,,,,,,,,,,,,,,14159.775,3.5,,,,,14159.775,3.5,08 may 2022
Producto 25,,,,,,,,,,,18573.835,3.5,,,,,,,,,18573.835,3.5,08 may 2022
Producto 45,,,,,,,,,,,29385.44,3.5,,,,,,,,,29385.44,3.5,08 may 2022
Producto 164,,,11433.695,3.5,,,,,,,,,,,,,,,,,11433.695,3.5,08 may 2022
Producto 3,,,,,,,,,24982.23,3.5,,,,,,,,,23259.32,3.5,48241.55,7,08 may 2022
Producto 5,,,,,,,,,,,25036.585,3.5,,,,,,,,,25036.585,3.5,08 may 2022
Producto 188,,,,,,,,,38329.41,3.5,,,,,,,,,,,38329.41,3.5,08 may 2022
Producto 26,,,57658.16,3.5,,,,,,,,,,,,,,,,,57658.16,3.5,08 may 2022
Producto 7,,,,,,,,,22927.1,3.5,,,,,,,,,,,22927.1,3.5,08 may 2022
Producto 97,,,,,,,,,,,,,,,18610.76,3.5,,,,,18610.76,3.5,08 may 2022
Producto 8,,,,,,,,,,,24276.21,3.5,,,25490.045,3.5,,,25490.045,3.5,75256.3,10.5,08 may 2022
Producto 9,,,,,,,,,,,32655.105,3.5,,,29316.105,3.5,,,30859.045,3.5,92830.255,10.5,08 may 2022
Producto 10,,,40250.84,3.5,,,,,,,,,,,,,38894.03,3.5,,,79144.87,7,08 may 2022
Producto 11,,,,,,,,,38246.95,7,26462.8,10.5,,,,,,,,,64709.75,17.5,08 may 2022
Producto 12,,,,,,,,,,,21211.715,3.5,,,,,,,,,21211.715,3.5,08 may 2022
Producto 13,,,,,,,,,,,,,,,33139.33,3.5,,,,,33139.33,3.5,08 may 2022
Producto 68,,,11149.355,3.5,,,,,,,,,,,,,,,,,11149.355,3.5,08 may 2022
Producto 27,,,37277.555,10.5,,,,,15609.72,3.5,11834.165,3.5,,,,,,,,,64721.44,17.5,08 may 2022
Producto 108,,,21464.415,3.5,,,,,,,,,,,,,,,,,21464.415,3.5,08 may 2022
Producto 29,,,,,,,,,,,46130.105,7,,,,,26012.245,3.5,,,72142.34999999999,10.5,08 may 2022
Producto 30,,,,,,,,,,,60211.96999999999,21,,,,,,,21800.905,7,82012.875,28,08 may 2022
Producto 16,,,,,,,,,32824.26,7,78875.265,17.5,,,,,,,,,111699.525,24.5,08 may 2022
Producto 31,,,,,,,,,,,16935.205,3.5,,,,,,,,,16935.205,3.5,08 may 2022
Producto 17,,,,,,,,,,,22456.665,3.5,,,,,,,,,22456.665,3.5,08 may 2022
Producto 72,,,,,,,,,,,60907.66499999999,7,,,,,,,,,60907.66499999999,7,08 may 2022
Producto 123,,,,,,,,,,,24134.915,3.5,,,,,,,,,24134.915,3.5,08 may 2022
Producto 63,,,,,,,,,,,36203.895,3.5,,,,,,,,,36203.895,3.5,08 may 2022
,,,,,,,,,,,10644.83,3.5,,,,,12003.705,3.5,,,22648.535,7,08 may 2022
,,,,,,,,,,,32767.875,10.5,,,,,,,,,32767.875,10.5,08 may 2022
,,,,,,,,,,,49662.62,14,,,,,,,,,49662.62,14,08 may 2022
,,,,,,,,,,,17598.98,3.5,,,,,,,,,17598.98,3.5,08 may 2022
Producto 21,,,,,,,,,,,30935.765,21,,,5911.57,3.5,,,,,36847.335,24.5,08 may 2022
Producto 64,,,8339.66,3.5,,,,,,,7627.059999999999,3.5,,,8008.42,3.5,,,,,23975.14,10.5,08 may 2022
,,,,,,,,,,,36220.765,17.5,,,41169.52,17.5,,,,,77390.28499999999,35,08 may 2022
Producto 22,,,25172.385,3.5,,,,,,,47944.715,7,,,,,,,,,73117.1,10.5,08 may 2022
Producto 50,,,,,,,,,,,27704.565,3.5,,,,,,,,,27704.565,3.5,08 may 2022
Producto 189,,,,,,,,,,,75603.815,3.5,,,,,,,,,75603.815,3.5,08 may 2022
Producto 118,,,33744.79500000001,3.5,,,,,,,,,,,,,,,,,33744.79500000001,3.5,08 may 2022
Producto 127,,,,,,,,,,,80724.63,7,,,44611,3.5,,,,,125335.63,10.5,08 may 2022
Producto 190,,,,,,,,,,,166111.995,3.5,,,,,,,,,166111.995,3.5,08 may 2022
Producto 59,,,,,,,,,,,30043.685,3.5,,,,,,,,,30043.685,3.5,08 may 2022
Producto 60,,,,,,,,,,,49690.935,3.5,,,,,,,,,49690.935,3.5,08 may 2022
Producto 191,,,,,,,,,,,288132.565,7,,,,,,,,,288132.565,7,08 may 2022
Producto 186,,,,,,,,,,,31864.98,3.5,,,,,,,,,31864.98,3.5,08 may 2022
Producto 81,,,,,,,,,,,7811.650000000001,3.5,,,,,,,,,7811.650000000001,3.5,09 may 2022
Producto 1,,,,,,,,,,,,,,,10011.995,3.5,,,,,10011.995,3.5,09 may 2022
Producto 25,,,,,,,,,,,,,,,32500.51,7,,,,,32500.51,7,09 may 2022
Producto 192,,,,,,,,,,,11606.28,3.5,,,,,,,,,11606.28,3.5,09 may 2022
Producto 2,,,,,,,,,,,16992.045,3.5,,,,,,,,,16992.045,3.5,09 may 2022
Producto 6,,,,,,,,,36961.365,3.5,,,,,,,,,,,36961.365,3.5,09 may 2022
Producto 77,,,,,,,,,,,39245.99,3.5,,,,,,,,,39245.99,3.5,09 may 2022
Producto 26,,,,,,,,,,,,,,,,,53105.85,3.5,,,53105.85,3.5,09 may 2022
Producto 7,,,22469.405,3.5,,,,,,,,,,,,,,,,,22469.405,3.5,09 may 2022
Producto 8,,,25490.045,3.5,,,,,32021.29,3.5,98382.55,14,,,88137.105,10.5,,,,,244030.99,31.5,09 may 2022
Producto 9,,,,,,,,,,,,,,,53527.46,7,,,,,53527.46,7,09 may 2022
Producto 10,,,,,,,,,,,67190.16500000001,7,,,44723.175,3.5,,,,,111913.34,10.5,09 may 2022
Producto 11,,,,,,,,,,,35882.735,14,,,52097.71000000001,14,,,,,87980.445,28,09 may 2022
Producto 12,,,21158.69,7,,,,,,,,,,,22272.32,3.5,,,,,43431.01,10.5,09 may 2022
Producto 13,,,33202.12,3.5,21121.835,3.5,,,,,,,,,38759.455,7,,,20003.865,3.5,113087.275,17.5,09 may 2022
Producto 68,,,,,,,,,,,32414.2,10.5,,,,,,,,,32414.2,10.5,09 may 2022
Producto 27,,,,,,,,,,,11834.165,3.5,,,,,15609.72,3.5,12674.375,3.5,40118.26,10.5,09 may 2022
Producto 28,,,19753.51,3.5,,,,,,,,,,,,,,,23103.535,3.5,42857.04500000001,7,09 may 2022
